customer_id,products_purchased,complains,money_spent
1001915,1,1,1141
1002165,10,0,1417
1002387,7,0,3999
1002411,11,2,2177
1000661,3,3,2735
1001914,12,2,4733
1002167,9,2,1907
1002387,3,2,1780
1002419,9,2,733
1000660,6,3,1377
1001913,2,0,4712
1002166,8,3,3527
1002388,11,1,3616
1002410,1,3,2110
1000660,9,0,3873
1001913,4,0,938
1002164,2,1,4376
1002380,5,3,1566
1002411,1,3,2950
1000661,3,3,3848
1001915,5,1,3784
1002165,2,0,4450
1002387,6,0,2668
1002411,10,3,852
1000661,2,2,4653
1001914,5,3,4056
1002167,6,2,938
1002387,4,2,2362
1002419,3,3,4041
1000660,2,1,3504
1001913,6,0,2330
1002166,2,0,1382
1002388,7,0,1556
1002410,8,1,1042
1000660,12,3,4719
1001913,8,3,2102
1002164,3,2,4230
1002380,5,3,3960
1002411,9,2,2268
1000661,5,0,4658
1001915,9,0,4144
1002165,3,3,4014
1002387,8,0,693
1002411,12,3,4420
1000661,8,2,2402
1001914,2,2,3490
1002167,11,1,4861
1002387,8,1,1593
1002419,8,1,2940
1000660,4,0,2910
1001913,5,3,1978
1002166,8,1,4114
1002388,6,0,3891
1002410,9,3,4747
1000660,5,2,4093
1001913,3,0,546
1002164,3,0,1950
1002380,5,0,4769
1002411,2,0,4258
1000661,9,3,2882
1001915,4,1,3715
1002165,12,1,3726
1002387,8,2,1072
1002411,1,2,1943
1000661,3,0,4747
1001914,11,2,557
1002167,3,2,1202
1002387,1,1,3904
1002419,8,3,4482
1000660,4,2,4889
1001913,1,0,1793
1002166,7,0,1056
1002388,5,2,2478
1002410,12,2,2202
1000660,3,1,4137
1001913,6,0,2563
1002164,7,3,3652
1002380,5,0,2859
1002411,10,3,3400
1000661,5,2,3857
1001915,2,3,4666
1002165,9,0,4349
1002387,10,1,3587
1002411,6,2,3906
1000661,4,0,2657
1001914,3,1,2379
1002167,7,0,4613
1002387,11,0,765
1002419,2,2,4732
1000660,11,3,2206
1001913,3,1,2577
1002166,8,2,4855
1002388,11,2,4451
1002410,12,3,1311
1000660,2,0,2208
1001913,6,0,4008
1002164,6,1,4738
1002380,7,1,2741
1002411,6,2,1467
1000661,8,2,1512
1001915,6,0,1952
1002165,11,3,3844
1002387,9,3,3062
1002411,4,3,4364
1000661,6,2,2073
1001914,2,2,1969
1002167,11,2,1965
1002387,2,1,4691
1002419,12,1,3134
1000660,9,1,1895
1001913,5,3,2902
1002166,8,2,4144
1002388,3,3,4531
1002410,10,2,1432
1000660,2,2,2049
1001913,12,0,3287
1002164,4,3,2190
1002380,8,0,1774
1002411,1,0,3767
1000661,5,3,2354
1001915,3,1,3939
1002165,6,3,3894
1002387,8,0,2938
1002411,10,2,3842
1000661,1,3,772
1001914,6,2,3512
1002167,8,3,2620
1002387,7,2,1142
1002419,4,0,3625
1000660,5,1,783
1001913,4,1,3982
1002166,2,2,605
1002388,2,0,3787
1002410,10,0,2309
1000660,11,1,2886
1001913,8,2,3216
1002164,8,3,4746
1002380,9,0,1284
1002411,6,3,2688
1000661,12,0,4528
1001915,7,0,2015
1002165,7,2,4126
1002387,6,3,4692
1002411,1,0,4616
1000661,2,1,3739
1001914,8,1,2616
1002167,6,1,1421
1002387,4,1,3967
1002419,6,2,1579
1000660,7,3,2976
1001913,4,1,2663
1002166,7,0,3310
1002388,8,2,2978
1002410,6,0,3058
1000660,4,1,3544
1001913,3,1,3922
1002164,1,2,4738
1002380,11,2,3918
1002411,3,0,930
1000661,1,2,3571
1001915,7,3,2432
1002165,6,0,3983
1002387,12,0,2870
1002411,5,2,3803
1000661,4,1,2170
1001914,1,2,1299
1002167,10,2,729
1002387,12,0,862
1002419,8,2,1010
1000660,8,1,880
1001913,1,0,3525
1002166,3,1,1721
1002388,11,1,1459
1002410,7,2,1821
1000660,11,0,2648
1001913,5,1,573
1002164,10,2,3661
1002380,6,0,4809
1002411,8,1,1924
1000661,1,2,2442
1001915,10,1,3248
1002165,1,1,2370
1002387,9,2,4932
1002411,7,1,932
1000661,12,2,3513
1001914,5,2,4137
1002167,10,0,911
1002387,12,3,2601
1002419,1,0,1096
1000660,3,1,2275
1001913,3,3,1279
1002166,11,3,597
1002388,12,3,4684
1002410,6,2,3165
1000660,11,0,3457
1001913,4,1,3165
1002164,5,2,1282
1002380,5,0,750
1002411,5,3,1271
1000661,3,2,1488
1001915,4,1,717
1002165,7,0,4943
1002387,11,2,2772
1002411,1,2,4151
1000661,9,1,2203
1001914,7,2,2646
1002167,1,0,2275
1002387,7,1,3814
1002419,3,0,3510
1000660,11,1,4466
1001913,5,2,3558
1002166,6,3,4997
1002388,12,3,1169
1002410,12,3,2200
1000660,12,3,2265
1001913,12,3,2114
1002164,6,0,2841
1002380,1,2,1176
1002411,1,1,4122
1000661,12,1,3188
1001915,10,2,2737
1002165,11,2,1712
1002387,8,3,4939
1002411,1,3,1715
1000661,12,1,1274
1001914,12,0,1994
1002167,11,1,2387
1002387,11,0,3320
1002419,3,1,4886
1000660,8,1,3892
1001913,3,0,1592
1002166,12,0,2767
1002388,11,1,2075
1002410,5,3,4976
1000660,6,1,1041
1001913,4,2,3490
1002164,4,3,1150
1002380,7,3,1943
1002411,6,1,1417
1000661,8,0,1497
1001915,8,2,2641
1002165,6,3,4621
1002387,10,0,4061
1002411,1,1,4318
1000661,5,0,2266
1001914,2,1,4022
1002167,11,1,4078
1002387,9,0,3977
1002419,7,3,1600
1000660,10,2,4115
1001913,8,3,1501
1002166,1,2,1005
1002388,2,2,2025
1002410,7,2,2294
1000660,1,1,4730
1001913,4,3,1665
1002164,9,3,4195
1002380,8,1,2426
1002411,7,2,4602
1000661,9,0,2023
1001915,11,3,4036
1002165,8,0,3394
1002387,7,0,3559
1002411,2,2,4878
1000661,4,1,4166
1001914,1,2,3114
1002167,8,0,626
1002387,11,1,2619
1002419,6,2,2249
1000660,10,0,2093
1001913,11,1,2861
1002166,12,1,4519
1002388,4,1,2388
1002410,11,3,4520
1000660,7,0,978
1001913,1,2,3664
1002164,10,2,2793
1002380,5,1,1041
1002411,2,3,2306
1000661,1,3,2953
1001915,10,2,4764
1002165,11,1,2094
1002387,1,1,2431
1002411,12,1,4192
1000661,3,2,1680
1001914,2,3,3613
1002167,2,0,2724
1002387,8,2,3678
1002419,9,0,2663
1000660,9,1,4113
1001913,9,2,4824
1002166,5,3,1555
1002388,9,1,4173
1002410,10,0,3687
1000660,10,3,2024
1001913,10,3,987
1002164,9,0,4395
1002380,2,3,1643
1002411,10,3,1284
1000661,7,2,2704
1001915,6,1,4191
1002165,8,3,1240
1002387,10,1,1276
1002411,1,2,4112
1000661,7,3,3618
1001914,11,1,4281
1002167,10,1,1356
1002387,7,2,3719
1002419,2,3,3279
1000660,5,2,4625
1001913,2,1,2389
1002166,7,2,2820
1002388,6,2,2240
1002410,10,1,3972
1000660,3,3,4076
1001913,6,1,4207
1002164,11,0,2014
1002380,12,2,1354
1002411,7,0,2389
1000661,11,2,2898
1001915,2,0,1844
1002165,6,0,1760
1002387,2,0,4993
1002411,5,2,3410
1000661,10,0,2142
1001914,1,1,2902
1002167,1,1,2478
1002387,9,1,3279
1002419,8,1,4879
1000660,6,1,4384
1001913,4,0,1680
1002166,1,3,2447
1002388,6,0,4672
1002410,8,0,1939
1000660,8,3,2778
1001913,12,3,4867
1002164,2,3,2233
1002380,1,2,3210
1002411,9,2,3454
1000661,7,0,2748
1001915,2,3,3612
1002165,2,2,2233
1002387,4,2,3046
1002411,6,3,1592
1000661,10,0,4210
1001914,2,2,3594
1002167,9,2,4979
1002387,7,1,2189
1002419,3,2,3518
1000660,2,1,2440
1001913,10,2,4820
1002166,5,3,4587
1002388,4,2,631
1002410,8,3,4525
1000660,4,1,4118
1001913,3,1,3167
1002164,6,1,4141
1002380,8,1,2529
1002411,5,3,2530
1000661,3,0,3019
1001915,6,1,2783
1002165,12,2,1435
1002387,1,2,1475
1002411,9,1,1384
1000661,5,2,2857
1001914,5,2,4538
1002167,5,3,1776
1002387,10,2,5000
1002419,2,0,3163
1000660,4,1,4122
1001913,2,3,1207
1002166,12,0,3938
1002388,4,0,701
1002410,12,0,1282
1000660,10,0,3393
1001913,5,0,3980
1002164,3,0,653
1002380,4,0,4140
1002411,6,0,4937
1000661,3,2,4121
1001915,8,2,4606
1002165,12,0,3519
1002387,5,2,4983
1002411,12,1,3528
1000661,2,1,2939
1001914,4,1,1260
1002167,7,1,681
1002387,5,2,1475
1002419,4,1,3373
1000660,1,2,1530
1001913,3,3,4738
1002166,11,3,2124
1002388,7,2,3209
1002410,3,1,4619
1000660,12,1,2204
1001913,10,2,4492
1002164,3,3,1841
1002380,10,1,2973
1002411,2,0,2735
1000661,6,3,1365
1001915,7,3,3460
1002165,10,0,2518
1002387,6,0,919
1002411,1,3,4439
1000661,9,2,3762
1001914,9,2,720
1002167,11,1,2024
1002387,12,2,622
1002419,10,3,4169
1000660,2,0,2433
1001913,7,3,1225
1002166,4,0,3349
1002388,1,1,4415
1002410,9,0,2436
1000660,6,0,1873
1001913,10,2,2640
1002164,2,0,2184
1002380,11,1,3720
1002411,12,1,2268
1000661,8,0,1374
1001915,2,2,4764
1002165,8,0,870
1002387,1,2,4488
1002411,7,3,4532
1000661,2,1,1688
1001914,4,0,2374
1002167,5,0,1605
1002387,8,2,2308
1002419,12,1,3427
1000660,5,0,4834
1001913,2,3,3996
1002166,8,1,3123
1002388,2,0,3363
1002410,8,0,2554
1000660,1,1,4322
1001913,1,2,4893
1002164,12,1,4191
1002380,7,1,1002
1002411,3,2,3021
1000661,5,0,4396
1001915,7,1,3325
1002165,7,3,1478
1002387,5,2,2441
1002411,10,1,4974
1000661,12,2,3165
1001914,5,2,4756
1002167,5,3,2666
1002387,9,0,1477
1002419,6,3,4681
1000660,5,0,4308
1001913,9,0,1787
1002166,9,3,2249
1002388,6,2,3347
1002410,1,1,3517
1000660,4,0,2867
1001913,7,3,3668
1002164,7,1,2655
1002380,1,0,2997
1002411,9,2,2230
1000661,4,0,4053
1001915,8,0,2611
1002165,1,3,1042
1002387,4,1,1029
1002411,8,2,3716
1000661,8,1,2568
1001914,8,0,1887
1002167,4,3,1950
1002387,8,0,2585
1002419,7,1,4366
1000660,6,3,2460
1001913,5,2,1175
1002166,4,3,4308
1002388,1,2,3600
1002410,3,2,4702
1000660,8,0,2123
1001913,1,2,1307
1002164,7,1,2591
1002380,7,0,924
1002411,7,2,3670
1000661,10,2,4108
1001915,8,0,3892
1002165,3,3,4436
1002387,8,0,2986
1002411,1,0,1153
1000661,11,0,4405
1001914,10,2,881
1002167,3,0,3371
1002387,9,3,4104
1002419,6,3,1853
1000660,11,2,1104
1001913,6,0,4389
1002166,9,2,1742
1002388,9,1,3681
1002410,4,0,2173
1000660,10,0,3417
1001913,3,0,4632
1002164,10,3,1780
1002380,2,0,3823
1002411,5,2,1450
1000661,5,2,2893
1001915,9,2,4362
1002165,3,2,4673
1002387,9,0,3785
1002411,8,0,1941
1000661,5,2,502
1001914,11,2,1232
1002167,6,1,1002
1002387,3,1,2568
1002419,4,3,4059
1000660,8,0,883
1001913,11,1,534
1002166,12,2,3504
1002388,3,3,3561
1002410,3,2,939
1000660,2,0,1794
1001913,8,2,1627
1002164,3,3,3062
1002380,6,1,4297
1002411,6,0,1942
1000661,9,2,4475
1001915,11,1,3642
1002165,11,2,4531
1002387,2,2,3673
1002411,3,0,2194
1000661,5,3,2234
1001914,11,2,3892
1002167,10,1,4632
1002387,12,1,3526
1002419,10,2,2606
1000660,3,1,3247
1001913,10,1,2495
1002166,3,1,795
1002388,9,3,2938
1002410,10,3,4168
1000660,9,1,2303
1001913,7,0,1304
1002164,4,1,2302
1002380,6,2,3288
1002411,7,0,2444
1000661,9,2,2852
1001915,3,2,4506
1002165,3,3,2871
1002387,3,3,1648
1002411,9,0,1431
1000661,3,1,3782
1001914,3,1,2739
1002167,2,1,4700
1002387,3,3,3813
1002419,5,2,4897
1000660,1,1,4135
1001913,9,2,3895
1002166,1,3,1482
1002388,11,2,3741
1002410,12,1,1508
1000660,1,1,2959
1001913,12,3,4838
1002164,8,3,4028
1002380,11,3,1268
1002411,7,2,2509
1000661,12,2,4688
1001915,10,1,2064
1002165,8,1,3237
1002387,8,0,2028
1002411,3,3,2690
1000661,5,0,838
1001914,9,0,3003
1002167,3,1,1023
1002387,7,2,2727
1002419,4,0,4241
1000660,4,2,2356
1001913,8,3,1631
1002166,11,1,1529
1002388,11,0,2902
1002410,1,2,521
1000660,4,0,4095
1001913,5,1,1749
1002164,3,1,1811
1002380,10,0,1940
1002411,12,1,4596
1000661,1,3,558
1001915,10,3,1921
1002165,10,2,3338
1002387,6,0,3931
1002411,2,3,1810
1000661,4,3,4209
1001914,7,0,3751
1002167,12,3,3090
1002387,2,1,2051
1002419,11,3,3008
1000660,8,0,3519
1001913,8,3,4423
1002166,12,3,903
1002388,9,2,4225
1002410,1,3,1987
1000660,11,3,2278
1001913,5,1,1007
1002164,3,0,4239
1002380,8,0,3059
1002411,10,2,3244
1000661,5,2,3646
1001915,5,1,4869
1002165,1,0,3596
1002387,1,0,875
1002411,9,0,1635
1000661,6,1,2367
1001914,3,0,1719
1002167,7,2,1282
1002387,1,3,3215
1002419,12,1,4642
1000660,1,0,2163
1001913,6,0,4406
1002166,5,3,4392
1002388,4,2,2773
1002410,12,1,1592
1000660,4,2,1740
1001913,12,2,1309
1002164,1,0,4653
1002380,8,1,4843
1002411,1,2,1397
1000661,1,3,3454
1001915,1,0,2838
1002165,4,2,2265
1002387,7,3,888
1002411,10,2,3582
1000661,3,3,3744
1001914,11,1,3630
1002167,3,2,1069
1002387,4,0,1630
1002419,2,2,3056
1000660,3,1,833
1001913,1,3,1184
1002166,6,3,2233
1002388,10,3,3132
1002410,6,1,3364
1000660,8,3,3250
1001913,8,2,2845
1002164,11,1,937
1002380,1,0,3990
1002411,10,3,2531
1000661,9,1,617
1001915,2,3,919
1002165,11,0,1771
1002387,6,2,2374
1002411,6,3,2646
1000661,11,3,4653
1001914,6,3,1576
1002167,2,0,4764
1002387,8,0,794
1002419,12,0,4875
1000660,6,3,4476
1001913,11,0,2703
1002166,1,3,4712
1002388,4,3,2475
1002410,4,0,2039
1000660,11,0,3418
1001913,12,1,3087
1002164,6,1,4497
1002380,8,0,4805
1002411,11,2,1441
1000661,2,3,690
1001915,2,0,3936
1002165,4,0,1535
1002387,10,2,3020
1002411,3,2,1877
1000661,6,2,1941
1001914,9,2,4699
1002167,9,1,4601
1002387,2,0,3417
1002419,7,1,4177
1000660,10,2,2485
1001913,4,1,4727
1002166,12,0,4691
1002388,1,2,744
1002410,1,0,2252
1000660,3,3,2252
1001913,10,1,4707
1002164,1,0,2651
1002380,4,2,3903
1002411,11,3,958
1000661,11,0,4786
1001915,2,0,2217
1002165,5,0,2032
1002387,4,1,1743
1002411,3,3,3445
1000661,12,3,3026
1001914,2,1,511
1002167,7,2,2473
1002387,10,0,2494
1002419,6,2,1686
1000660,7,1,4590
1001913,9,3,4508
1002166,8,2,580
1002388,10,2,1030
1002410,11,2,2637
1000660,11,3,3878
1001913,6,1,2643
1002164,7,3,3775
1002380,6,3,3198
1002411,1,3,2389
1000661,4,3,561
1001915,4,3,4674
1002165,12,0,4717
1002387,10,3,973
1002411,6,0,3762
1000661,5,2,1388
1001914,9,0,1030
1002167,11,3,2721
1002387,2,3,2335
1002419,1,2,962
1000660,11,1,3063
1001913,8,0,4404
1002166,11,2,2803
1002388,3,2,1574
1002410,12,2,4688
1000660,2,0,4300
1001913,9,3,4153
1002164,12,1,4183
1002380,5,0,2678
1002411,8,3,3968
1000661,5,1,1511
1001915,9,3,4329
1002165,12,2,613
1002387,4,2,4505
1002411,11,1,3541
1000661,9,0,2135
1001914,6,1,1916
1002167,8,2,3362
1002387,4,0,4996
1002419,8,2,978
1000660,6,3,2662
1001913,4,2,2606
1002166,12,1,1198
1002388,8,3,805
1002410,7,2,3772
1000660,1,3,4875
1001913,11,1,2307
1002164,3,1,2723
1002380,10,2,698
1002411,9,2,3473
1000661,10,1,749
1001915,5,0,1896
1002165,8,0,3974
1002387,12,1,951
1002411,2,0,4558
1000661,12,1,3956
1001914,10,1,1537
1002167,7,1,4238
1002387,6,3,3775
1002419,10,1,2479
1000660,5,1,3723
1001913,11,0,843
1002166,6,1,1166
1002388,2,0,1713
1002410,9,1,860
1000660,8,2,2338
1001913,8,1,4721
1002164,7,0,4694
1002380,2,1,1581
1002411,1,1,1800
1000661,7,0,3139
1001915,12,3,4254
1002165,9,0,1174
1002387,4,3,3004
1002411,3,1,3744
1000661,7,2,2592
1001914,6,1,1836
1002167,3,3,1131
1002387,8,1,1634
1002419,3,1,2289
1000660,11,2,2828
1001913,4,0,1394
1002166,2,3,2820
1002388,9,0,4918
1002410,3,0,4218
1000660,4,2,3821
1001913,6,0,1885
1002164,2,1,3162
1002380,6,0,3005
1002411,12,3,4363
1000661,6,2,2210
1001915,7,0,1231
1002165,5,0,3225
1002387,8,2,2910
1002411,6,2,703
1000661,4,1,4312
1001914,4,0,836
1002167,9,2,4746
1002387,3,2,4208
1002419,6,1,1033
1000660,9,1,1839
1001913,11,1,3439
1002166,5,0,3456
1002388,3,0,1691
1002410,6,0,3199
1000660,11,1,3445
1001913,7,0,1659
1002164,7,1,2724
1002380,7,3,1663
1002411,6,3,640
1000661,12,1,3429
1001915,4,3,1112
1002165,4,2,4581
1002387,2,1,3375
1002411,12,1,3624
1000661,12,3,1203
1001914,4,0,2882
1002167,8,0,1923
1002387,12,0,1332
1002419,11,1,3125
1000660,3,2,3987
1001913,1,0,2669
1002166,9,1,3492
1002388,2,1,4743
1002410,4,0,1254
1000660,8,2,2323
1001913,11,3,628
1002164,5,0,3351
1002380,1,3,3954
1002411,5,0,2766
1000661,9,2,2259
1001915,9,3,2218
1002165,12,1,3325
1002387,8,0,993
1002411,7,0,3930
1000661,4,1,1380
1001914,2,3,1638
1002167,5,2,3963
1002387,2,2,854
1002419,9,2,776
1000660,11,1,3156
1001913,11,2,2754
1002166,6,0,1629
1002388,6,0,2028
1002410,7,1,3772
1000660,1,3,1842
1001913,5,0,2326
1002164,6,0,4745
1002380,3,0,2188
1002411,3,3,4813
1000661,6,0,4782
1001915,5,3,877
1002165,11,2,2361
1002387,6,1,3052
1002411,12,1,1731
1000661,4,1,2726
1001914,7,0,4499
1002167,4,3,1142
1002387,6,0,2496
1002419,10,1,705
1000660,3,3,1823
1001913,12,0,4221
1002166,8,2,858
1002388,3,3,3380
1002410,2,0,4709
1000660,8,1,1510
1001913,5,2,2496
1002164,9,0,639
1002380,2,0,2658
1002411,7,1,2419
1000661,3,2,4217
1001915,4,2,1097
1002165,7,1,2102
1002387,1,2,4529
1002411,6,2,2138
1000661,9,1,2622
1001914,1,1,1649
1002167,4,2,1112
1002387,4,0,2038
1002419,4,0,1490
1000660,11,1,1480
1001913,8,1,1811
1002166,10,0,2250
1002388,7,3,3627
1002410,8,1,2577
1000660,9,1,1140
1001913,7,0,2760
1002164,9,0,1779
1002380,6,0,1656
1002411,6,2,880
1000661,5,3,596
1001915,12,0,3187
1002165,9,0,2832
1002387,5,1,688
1002411,9,3,3376
1000661,10,3,4588
1001914,7,2,859
1002167,11,2,3581
1002387,8,3,4322
1002419,2,2,3739
1000660,6,0,1280
1001913,4,0,839
1002166,6,0,2039
1002388,4,0,1977
1002410,3,2,1662
1000660,2,0,524
1001913,2,3,1425
1002164,10,3,2652
1002380,8,2,4392
1002411,9,3,576
1000661,1,1,1848
1001915,6,3,4301
1002165,1,1,501
1002387,9,1,1622
1002411,12,1,4264
1000661,12,2,1482
1001914,1,1,4199
1002167,11,1,2584
1002387,1,2,2178
1002419,9,2,2344
1000660,12,2,1487
1001913,10,1,1321
1002166,3,0,3231
1002388,10,2,4108
1002410,6,2,1082
1000660,5,3,4485
1001913,10,3,2650
1002164,3,0,3965
1002380,6,1,4730
1002411,6,1,2392
1000661,1,1,4974
1001915,6,0,4100
1002165,9,1,1518
1002387,4,2,1376
1002411,8,0,4338
1000661,8,1,1834
1001914,12,2,4816
1002167,2,2,1657
1002387,12,3,3493
1002419,1,3,2324
1000660,5,3,1816
1001913,12,2,896
1002166,6,3,700
1002388,4,3,1606
1002410,3,1,2398
1000660,12,1,4410
1001913,10,2,1201
1002164,11,0,4417
1002380,4,2,3205
1002411,5,0,3259
1000661,7,0,1514
1001915,2,0,2018
1002165,6,1,4381
1002387,10,3,2612
1002411,8,3,2592
1000661,12,3,2837
1001914,4,0,3669
1002167,6,0,2124
1002387,10,3,1821
1002419,7,2,4499
1000660,3,2,3947
1001913,1,3,3685
1002166,3,0,3612
1002388,6,1,540
1002410,8,1,3619
1000660,11,0,1962
1001913,2,1,2729
1002164,7,1,3513
1002380,6,1,3915
1002411,4,2,939
1000661,5,1,4074
1001915,7,0,4810
1002165,1,1,2877
1002387,6,0,2541
1002411,12,0,2158
1000661,8,1,2656
1001914,11,3,2628
1002167,1,1,1953
1002387,11,0,762
1002419,9,3,536
1000660,12,3,1763
1001913,10,3,3396
1002166,11,2,3702
1002388,9,1,4710
1002410,9,2,582
1000660,12,3,4990
1001913,2,3,4229
1002164,7,2,3221
1002380,11,1,2053
1002411,8,1,1777
1000661,1,1,3201
1001915,12,1,4486
1002165,4,3,1569
1002387,12,1,1703
1002411,3,0,1846
1000661,4,0,4397
1001914,6,3,3149
1002167,7,2,581
1002387,1,3,4755
1002419,6,1,3340
1000660,7,2,4709
1001913,8,1,3514
1002166,8,1,4217
1002388,1,2,1289
1002410,2,1,3094
1000660,2,1,1294
1001913,1,1,1966
1002164,2,1,770
1002380,12,1,4910
1002411,8,3,3458
1000661,1,0,2997
1001915,4,3,1630
1002165,9,1,2577
1002387,12,2,4649
1002411,6,2,3581
1000661,8,0,2326
1001914,11,3,3198
1002167,12,2,1863
1002387,11,1,2905
1002419,5,2,904
1000660,6,3,807
1001913,4,0,2652
1002166,8,2,2494
1002388,7,0,914
1002410,6,3,1049
1000660,1,3,4981
1001913,2,1,1132
1002164,6,2,840
1002380,11,1,2966
1002411,2,0,4921
1000661,7,1,1032
1001915,5,3,3135
1002165,11,0,732
1002387,2,3,1958
1002411,4,3,3110
1000661,10,2,2547
1001914,6,0,3796
1002167,6,0,4691
1002387,7,2,4243
1002419,11,3,1458
1000660,10,2,3315
1001913,10,3,1511
1002166,5,1,2734
1002388,11,0,3257
1002410,5,0,3443
1000660,5,3,2662
1001913,8,0,4750
1002164,1,3,4268
1002380,8,3,2239
1002411,5,1,676
1000661,7,1,4956
1001915,3,0,3943
1002165,12,2,4833
1002387,11,3,1641
1002411,2,3,4686
1000661,5,1,4833
1001914,3,2,2787
1002167,10,3,1306
1002387,2,1,2690
1002419,3,2,3590
1000660,3,3,4156
1001913,1,0,2777
1002166,4,1,4111
1002388,5,1,1909
1002410,11,1,4313
1000660,12,3,4968
1001913,9,0,4192
1002164,1,1,4297
1002380,1,1,1051
1002411,8,3,4274
1000661,3,0,1079
1001915,11,0,1657
1002165,7,0,1770
1002387,2,2,4148
1002411,10,1,3166
1000661,1,1,961
1001914,5,3,2045
1002167,8,1,3325
1002387,11,0,3393
1002419,11,3,2636
1000660,4,0,548
1001913,5,3,577
1002166,11,1,1536
1002388,1,2,3268
1002410,8,1,1131
1000660,5,3,2022
1001913,11,2,3679
1002164,8,3,1031
1002380,11,3,3026
1002411,1,1,2060
1000661,12,0,3847
1001915,1,3,2440
1002165,12,0,2386
1002387,9,0,3514
1002411,11,1,868
1000661,6,3,2262
1001914,1,0,2237
1002167,8,0,1914
1002387,4,0,1841
1002419,12,0,2691
1000660,1,2,3828
1001913,8,2,1569
1002166,5,0,4159
1002388,1,2,1406
1002410,3,3,3933
1000660,11,3,4007
1001913,12,3,4796
1002164,3,3,4659
1002380,8,3,4088
1002411,11,0,1584
1000661,10,2,639
1001915,4,0,1767
1002165,12,3,741
1002387,12,2,4107
1002411,3,0,1888
1000661,5,2,831
1001914,4,3,4811
1002167,8,3,2161
1002387,2,0,1293
1002419,12,0,955
1000660,4,0,2279
1001913,6,3,2264
1002166,12,1,3241
1002388,7,0,1488
1002410,1,3,619
1000660,6,3,3462
1001913,7,1,707
1002164,4,3,2414
1002380,7,2,2249
1002411,6,1,3691
1000661,2,3,4435
1001915,4,3,4100
1002165,1,2,4795
1002387,12,2,2364
1002411,8,1,4364
1000661,4,1,545
1001914,12,2,4683
1002167,4,0,2984
1002387,1,0,1728
1002419,7,0,4886
1000660,12,3,1985
1001913,5,3,3028
1002166,3,2,850
1002388,8,0,3099
1002410,2,2,3917
1000660,12,2,2779
1001913,4,1,4179
1002164,10,1,1767
1002380,5,1,2796
1002411,5,3,1000
1000661,8,1,1085
1001915,8,1,2257
1002165,9,1,2555
1002387,7,2,4959
1002411,1,2,3736
1000661,1,1,4462
1001914,12,1,1005
1002167,6,1,4280
1002387,7,0,632
1002419,6,2,4015
1000660,5,1,1315
1001913,6,0,3077
1002166,10,0,578
1002388,3,3,1521
1002410,11,2,1026
1000660,6,0,4893
1001913,10,3,786
1002164,9,0,4734
1002380,5,2,2446
1002411,10,3,3115
1000661,6,2,2511
1001915,9,1,2372
1002165,8,3,2530
1002387,11,2,1197
1002411,11,2,1288
1000661,12,3,1495
1001914,2,1,3440
1002167,4,1,3700
1002387,7,0,3656
1002419,12,0,1247
1000660,3,3,1057
1001913,5,1,2586
1002166,6,1,4302
1002388,6,1,4191
1002410,11,3,4591
1000660,11,0,1728
1001913,1,1,2925
1002164,6,1,4302
1002380,4,0,569
1002411,8,1,4265
1000661,2,3,3605
1001915,5,0,3431
1002165,4,3,2773
1002387,12,2,3698
1002411,3,2,550
1000661,2,3,2334
1001914,1,0,4322
1002167,7,1,4976
1002387,11,2,3594
1002419,9,0,1985
1000660,11,1,4353
1001913,5,0,2092
1002166,7,3,3391
1002388,3,0,1202
1002410,4,3,551
1000660,2,3,2486
1001913,12,2,2936
1002164,3,3,2242
1002380,3,3,4082
1002411,8,0,2655
1000661,9,0,504
1001915,1,1,2609
1002165,11,1,1389
1002387,2,0,1113
1002411,8,2,4392
1000661,9,1,2294
1001914,9,3,707
1002167,7,0,4378
1002387,12,0,902
1002419,10,1,3757
1000660,5,2,956
1001913,11,2,1564
1002166,3,2,2232
1002388,9,2,3580
1002410,12,3,1958
1000660,1,2,954
1001913,2,2,2011
1002164,5,0,862
1002380,7,2,783
1002411,11,2,4743
1000661,1,1,1268
1001915,3,0,4371
1002165,5,1,2598
1002387,6,0,3586
1002411,12,0,2767
1000661,4,1,3558
1001914,1,1,2312
1002167,11,1,534
1002387,4,0,4058
1002419,12,3,2295
1000660,10,1,1930
1001913,9,2,4392
1002166,6,3,2605
1002388,3,3,2997
1002410,3,1,4263
1000660,4,3,3299
1001913,1,1,4572
1002164,10,1,3357
1002380,11,0,2856
1002411,10,2,3402
1000661,1,2,3603
1001915,11,3,4537
1002165,6,3,2522
1002387,3,1,3461
1002411,10,2,3966
1000661,7,0,916
1001914,10,3,2651
1002167,8,1,3563
1002387,10,3,1423
1002419,9,3,3422
1000660,12,2,1056
1001913,2,2,4812
1002166,4,0,1989
1002388,2,2,636
1002410,4,0,3051
1000660,9,3,3809
1001913,8,3,2379
1002164,8,2,3915
1002380,11,1,3704
1002411,1,0,3471
1000661,5,3,1993
1001915,2,3,2941
1002165,8,0,3384
1002387,9,0,3148
1002411,1,3,841
1000661,6,3,671
1001914,4,1,1641
1002167,6,2,1248
1002387,4,0,1836
1002419,7,3,4090
1000660,12,2,3825
1001913,7,3,2212
1002166,5,0,757
1002388,1,2,516
1002410,9,0,1843
1000660,4,3,1868
1001913,5,2,3969
1002164,11,2,3738
1002380,3,1,1006
1002411,11,2,1199
1000661,6,0,2112
1001915,9,0,2788
1002165,9,2,568
1002387,2,1,1450
